result_id,cdm_name,result_type,package_name,package_version,group_name,group_level,strata_name,strata_level,variable_name,variable_level,estimate_name,estimate_type,estimate_value,additional_name,additional_level
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Cohort end date,NA,q25,date,2022-01-02,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Cohort end date,NA,median,date,2021-12-15,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Cohort end date,NA,median,date,2021-12-19,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Cohort end date,NA,median,date,2022-07-06,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Cohort end date,NA,median,date,2022-06-30,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Cohort end date,NA,q75,date,2023-06-07,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Cohort end date,NA,q75,date,2023-06-07,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Cohort end date,NA,q75,date,2023-06-07,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Cohort end date,NA,q75,date,2023-06-07,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Cohort end date,NA,q95,date,2023-06-13,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Cohort end date,NA,q95,date,2023-06-13,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Cohort end date,NA,q95,date,2023-06-15,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Cohort end date,NA,q95,date,2023-06-15,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Cohort end date,NA,max,date,2023-06-23,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Cohort end date,NA,max,date,2023-06-23,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Cohort end date,NA,max,date,2023-06-23,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Cohort end date,NA,max,date,2023-06-23,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Vaccine brand,Moderna,count,integer,654,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Vaccine brand,Moderna,count,integer,654,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Vaccine brand,Moderna,count,integer,2210,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Vaccine brand,Moderna,count,integer,2194,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Vaccine brand,Pfizer,count,integer,5724,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Vaccine brand,Pfizer,count,integer,5732,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Vaccine brand,Pfizer,count,integer,4114,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Vaccine brand,Pfizer,count,integer,4140,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Vaccine brand,Moderna,percentage,percentage,10.2539981185325,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Vaccine brand,Moderna,percentage,percentage,10.24115252114,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Vaccine brand,Moderna,percentage,percentage,34.9462365591398,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Vaccine brand,Moderna,percentage,percentage,34.6384591095674,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Vaccine brand,Pfizer,percentage,percentage,89.7460018814675,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Vaccine brand,Pfizer,percentage,percentage,89.75884747886,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Vaccine brand,Pfizer,percentage,percentage,65.0537634408602,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Vaccine brand,Pfizer,percentage,percentage,65.3615408904326,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Trimester,T1,count,integer,2246,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Trimester,T1,count,integer,2252,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Trimester,T1,count,integer,2586,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Trimester,T1,count,integer,2600,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Trimester,T2,count,integer,1966,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Trimester,T2,count,integer,1968,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Trimester,T2,count,integer,2226,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Trimester,T2,count,integer,2248,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Trimester,T3,count,integer,2166,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Trimester,T3,count,integer,2166,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Trimester,T3,count,integer,1512,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Trimester,T3,count,integer,1486,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Trimester,T1,percentage,percentage,35.2148008780182,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Trimester,T1,percentage,percentage,35.2646414030692,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Trimester,T1,percentage,percentage,40.8918406072106,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Trimester,T1,percentage,percentage,41.0483107041364,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Trimester,T2,percentage,percentage,30.8247099404202,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Trimester,T2,percentage,percentage,30.8174130911369,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Trimester,T2,percentage,percentage,35.1992409867173,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Trimester,T2,percentage,percentage,35.4910009472687,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Trimester,T3,percentage,percentage,33.9604891815616,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Trimester,T3,percentage,percentage,33.9179455057939,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Trimester,T3,percentage,percentage,23.9089184060721,overall,overall
1,CPRD,summarised_characteristics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Trimester,T3,percentage,percentage,23.4606883485949,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,min,numeric,15,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,min,numeric,15,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,min,numeric,17,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,min,numeric,17,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,q05,numeric,22,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,q05,numeric,22,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,q05,numeric,23,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,q05,numeric,23,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,q25,numeric,28,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,q25,numeric,28,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,q25,numeric,29,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,q25,numeric,29,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,median,numeric,32,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,median,numeric,32,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,median,numeric,32,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,median,numeric,32,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,q75,numeric,36,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,q75,numeric,36,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,q75,numeric,35,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,q75,numeric,35,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,q95,numeric,40,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,q95,numeric,40,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,q95,numeric,40,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,q95,numeric,40,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,max,numeric,50,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,max,numeric,50,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,max,numeric,47,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,max,numeric,47,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,mean,numeric,31.8403888366259,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,mean,numeric,31.8321327904792,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,mean,numeric,32.0169196710942,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,mean,numeric,32.0176823492264,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Age,NA,sd,numeric,5.31278981200933,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Age,NA,sd,numeric,5.31150324991961,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Age,NA,sd,numeric,4.89350755533124,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Age,NA,sd,numeric,4.90365118814883,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Sex,Female,count,integer,6378,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Sex,Female,count,integer,6386,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Sex,Female,count,integer,6324,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Sex,Female,count,integer,6334,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Sex,Female,percentage,percentage,100,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Sex,Female,percentage,percentage,100,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Sex,Female,percentage,percentage,100,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Sex,Female,percentage,percentage,100,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,min,integer,371,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Prior observation,NA,min,integer,377,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Prior observation,NA,min,integer,380,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Prior observation,NA,min,integer,381,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,q05,integer,666,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Prior observation,NA,q05,integer,665,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Prior observation,NA,q05,integer,683,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Prior observation,NA,q05,integer,684,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,q25,integer,1404,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Prior observation,NA,q25,integer,1414,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Prior observation,NA,q25,integer,1355,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Prior observation,NA,q25,integer,1361,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,median,integer,3204,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Prior observation,NA,median,integer,3200,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Prior observation,NA,median,integer,3068,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Prior observation,NA,median,integer,3092,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,q75,integer,6568,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Prior observation,NA,q75,integer,6555,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Prior observation,NA,q75,integer,6683,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Prior observation,NA,q75,integer,6693,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,q95,integer,8284,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,overall,overall,Prior observation,NA,q95,integer,8215,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,overall,overall,Prior observation,NA,q95,integer,8390,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,overall,overall,Prior observation,NA,q95,integer,8373,overall,overall
1,CPRD,summarised_demographics,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,overall,overall,Prior observation,NA,max,integer,11793,overall,overall
