analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_washout,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,cdm_name
1,4165,1375202,0,2010-01-01,2010-12-31,3765.09787816564,0,0,97.97565889339275,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,4075,1353810,0,2011-01-01,2011-12-31,3706.5297741273102,0,0,99.52380471521963,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,4005,1344688,0,2012-01-01,2012-12-31,3681.555099247091,0,0,100.19894731083454,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,3954,1289592,0,2013-01-01,2013-12-31,3530.7104722792606,0,0,104.47980606386477,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,3759,1221270,0,2014-01-01,2014-12-31,3343.6550308008214,0,0,110.32476197852358,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,3484,1097671,0,2015-01-01,2015-12-31,3005.2594113620808,0,0,122.74745535001972,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,2923,950823,0,2016-01-01,2016-12-31,2603.211498973306,0,0,141.70494620082968,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,2673,874452,0,2017-01-01,2017-12-31,2394.11909650924,0,0,154.08086671596783,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,2485,819571,0,2018-01-01,2018-12-31,2243.8631074606433,0,0,164.39859641386957,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,2374,783973,0,2019-01-01,2019-12-31,2146.4010951403147,0,0,171.8634724174321,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,2183,701891,209,2020-01-01,2020-12-31,1921.6728268309378,10875.94085121479,9451.340353564972,12454.646083133095,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,1720,497827,435,2021-01-01,2021-12-31,1362.9760438056126,31915.454565541844,28986.345671557607,35060.3384842713,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,1193,374656,35,2022-01-01,2022-12-31,1025.7522245037646,3412.1300606422956,2376.673607928431,4745.446922392165,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
1,1055,160632,0,2023-01-01,2023-06-23,439.7864476386037,0,0,838.7887971357605,FALSE,FALSE,1,any_covid_test,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,24,2599,0,1988-03-07,1988-12-31,7.115674195756331,0,0,51841.6014088155,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,134,25827,0,1989-01-01,1989-12-31,70.71047227926078,0,0,5216.87854034582,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,421,97663,0,1990-01-01,1990-12-31,267.3867214236824,0,0,1379.604579641333,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,606,175888,0,1991-01-01,1991-12-31,481.55509924709105,0,0,766.0347611065649,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,732,229480,0,1992-01-01,1992-12-31,628.2819986310747,0,0,587.1375373083122,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,846,272033,0,1993-01-01,1993-12-31,744.7857631759069,0,0,495.2940344057945,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,908,300764,0,1994-01-01,1994-12-31,823.4469541409993,0,0,447.98021725177045,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1016,332836,0,1995-01-01,1995-12-31,911.2553045859,0,0,404.8129471016101,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1127,355828,0,1996-01-01,1996-12-31,974.2039698836413,0,0,378.65576082127177,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1350,415638,0,1997-01-01,1997-12-31,1137.9548254620124,0,0,324.16747761636685,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1554,490009,0,1998-01-01,1998-12-31,1341.5715263518139,0,0,274.967035424883,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1832,579657,0,1999-01-01,1999-12-31,1587.0143737166325,0,0,232.44146462737706,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2329,723465,0,2000-01-01,2000-12-31,1980.7392197125257,0,0,186.2375126115451,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2640,841298,0,2001-01-01,2001-12-31,2303.3483915126626,0,0,160.15290903046423,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,3101,977026,0,2002-01-01,2002-12-31,2674.9514031485282,0,0,137.90454098612676,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,3548,1121947,0,2003-01-01,2003-12-31,3071.7234770704995,0,0,120.09152131206865,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,3939,1279433,0,2004-01-01,2004-12-31,3502.896646132786,0,0,105.3094003840072,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4074,1366492,0,2005-01-01,2005-12-31,3741.2511978097195,0,0,98.60015430863224,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4139,1384514,0,2006-01-01,2006-12-31,3790.5927446954142,0,0,97.31669167773781,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4183,1394172,0,2007-01-01,2007-12-31,3817.034907597536,0,0,96.64253912825066,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4191,1407835,0,2008-01-01,2008-12-31,3854.4421629021217,0,0,95.70462594090323,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4197,1396220,0,2009-01-01,2009-12-31,3822.6420260095824,0,0,96.50078215575732,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4165,1375202,0,2010-01-01,2010-12-31,3765.09787816564,0,0,97.97565889339275,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4075,1353810,0,2011-01-01,2011-12-31,3706.5297741273102,0,0,99.52380471521963,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,4005,1344688,0,2012-01-01,2012-12-31,3681.555099247091,0,0,100.19894731083454,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,3954,1289592,0,2013-01-01,2013-12-31,3530.7104722792606,0,0,104.47980606386477,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,3759,1221270,0,2014-01-01,2014-12-31,3343.6550308008214,0,0,110.32476197852358,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,3484,1097671,0,2015-01-01,2015-12-31,3005.2594113620808,0,0,122.74745535001972,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2923,950823,0,2016-01-01,2016-12-31,2603.211498973306,0,0,141.70494620082968,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2673,874452,0,2017-01-01,2017-12-31,2394.11909650924,0,0,154.08086671596783,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2485,819571,0,2018-01-01,2018-12-31,2243.8631074606433,0,0,164.39859641386957,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2374,783973,0,2019-01-01,2019-12-31,2146.4010951403147,0,0,171.8634724174321,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,2184,716639,0,2020-01-01,2020-12-31,1962.050650239562,0,0,188.01142843399742,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1946,591589,369,2021-01-01,2021-12-31,1619.6824093086927,22782.244091759647,20516.752835616313,25229.5568145882,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1458,424885,196,2022-01-01,2022-12-31,1163.2717316906228,16849.02973745837,14572.655284819039,19380.164293118705,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
10,1153,175732,5,2023-01-01,2023-06-23,481.1279945242984,1039.22450094462,337.4333667122397,2425.2033163980404,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,1,0,denominator_cohort_1,0 to 17,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,16,1814,0,1988-03-07,1988-12-31,4.9664613278576315,0,0,74275.81150028197,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,114,20749,0,1989-01-01,1989-12-31,56.80766598220397,0,0,6493.629671864258,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,405,90557,0,1990-01-01,1990-12-31,247.9315537303217,0,0,1487.8620323278321,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,567,169624,0,1991-01-01,1991-12-31,464.40520191649557,0,0,794.3234569489664,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,644,206871,0,1992-01-01,1992-12-31,566.3819301848049,0,0,651.3059929207647,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,803,252553,0,1993-01-01,1993-12-31,691.4524298425736,0,0,533.4972146896354,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,862,287670,0,1994-01-01,1994-12-31,787.5975359342916,0,0,468.3711268519884,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,946,313827,0,1995-01-01,1995-12-31,859.211498973306,0,0,429.3331104765093,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,1109,344792,0,1996-01-01,1996-12-31,943.9890485968515,0,0,390.7756620267044,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,1305,413650,0,1997-01-01,1997-12-31,1132.5119780971936,0,0,325.7254250248072,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,1483,476856,0,1998-01-01,1998-12-31,1305.5605749486654,0,0,282.5513825169684,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,1801,568691,0,1999-01-01,1999-12-31,1556.991101984942,0,0,236.92360537007178,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,2288,711322,0,2000-01-01,2000-12-31,1947.4934976043805,0,0,189.41677898548264,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,2592,837142,0,2001-01-01,2001-12-31,2291.9698836413418,0,0,160.94798978131723,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3017,949466,0,2002-01-01,2002-12-31,2599.4962354551676,0,0,141.9074743713956,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3415,1085015,0,2003-01-01,2003-12-31,2970.609171800137,0,0,124.17922522869405,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3763,1228262,0,2004-01-01,2004-12-31,3362.798083504449,0,0,109.69672762123348,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3885,1303217,0,2005-01-01,2005-12-31,3568.013689253936,0,0,103.38748041309428,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3934,1317730,0,2006-01-01,2006-12-31,3607.748117727584,0,0,102.2488082243794,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3957,1316063,0,2007-01-01,2007-12-31,3603.1841204654347,0,0,102.3783223610963,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3940,1325162,0,2008-01-01,2008-12-31,3628.0958247775498,0,0,101.675358983665,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3943,1317844,0,2009-01-01,2009-12-31,3608.060232717317,0,0,102.23996319861189,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3926,1290140,0,2010-01-01,2010-12-31,3532.210814510609,0,0,104.43542721062171,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3872,1282010,0,2011-01-01,2011-12-31,3509.952087611225,0,0,105.09771535441338,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3850,1283035,0,2012-01-01,2012-12-31,3512.7583846680354,0,0,105.01375415441629,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3769,1230844,0,2013-01-01,2013-12-31,3369.867214236824,0,0,109.46661157832469,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
11,3543,1134740,0,2014-01-01,2014-12-31,3106.7488021902805,0,0,118.7376157194701,FALSE,FALSE,2,any_covid_vaccine,inf,FALSE,years,FALSE,2,0,denominator_cohort_2,0 to 17,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
